#;Название;Категории;Сайт;Email;Адрес;Широта;Долгота;Телефоны;Тип;Время работы;Информация;Цвет;Оплачена;Исключена из ЛК
2947315;ЗАО «Алексинский хлебокомбинат»;Промышленные предприятия;;;301360, Тульская обл., Алексин, ул. Кутузова, 2;54.505639;37.109827;+7 (48753) 6-01-86;org;;;;Нет;Нет
2947316;Автостанция МКР Петровка;"Автовокзалы и кассы; Пассажирские перевозки";;;Алексин, Чехова 18б;54.487542;36.993459;+7 (48753) 5-55-00;org;;Алексин-Москва;;Нет;Нет
2947318;ОАО «Алексинский городской молочный завод»;Промышленные предприятия;;oao_milk@aleksin.tula.net;301340, Тульская обл., Алексинский район, г. Алексин, ул. Болотова, д. 16;54.500238;37.122089;+7 (48753) 6-96-82, +7 (48753) 6-61-90, +7 (48753) 6-96-80;org;;;;Нет;Нет
2947321;"ООО ""АЗ ""Рубин""""";Промышленные предприятия;;;301361, Тульская обл, г.Алексин,  ул. Болотова,18;54.494026;37.122556;+7 (48753) 6-99-22;org;;;;Нет;Нет
2947322;"ЗАО ""Стеклозаводы"", АО ""Стратегия""";Промышленные предприятия;;;301370, Тульская область, Алексинский район, деревня Павлово, 35-а;54.503856;36.960652;+7 (48753) 9-10-00, +7 (48753) 5-77-00, +7 (48753) 5-66-18;org;;;;Нет;Нет
2947325;ООО «НовоПласт»;Промышленные предприятия;;;301367, Тульская обл., г. Алексин, ул. Болотова, 1;54.494382;37.117876;+7 (48753) 6-32-56;org;;;;Нет;Нет
2947329;ЗАО  «Промбаза»;Промышленные предприятия;;; 301365, Тульская область, г. Алексин, ул. Металлистов, владение 10;54.485502;36.987808;+7 (48753) 5-69-01, +7 (48753) 5-69-02, +7 (48753) 5-69-03;org;;;;Нет;Нет
2949443;Отдел кадров;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-17-55;org;Обед 13:00-14:00;;;Нет;Нет
2949447;Лизензионно-разрешительная система;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-07-54;org;;;;Нет;Нет
2949450;ПДН;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-02-20;org;Обед 13:00-14:00;;;Нет;Нет
2949451;Начальник отделения экономической безопасности и противодействия коррупции (ОЭБиПК);Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-05-98;org;Обед 13:00-14:00;;;Нет;Нет
2949452;Инспектор исполнения административного законодательва Инспектор ИАЗ;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-38-40;org;Обед 13:00-14:00;;;Нет;Нет
2949453;Отдел уголовного розыска;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-12-39;org;Обед 13:00-14:00;;;Нет;Нет
2949454;Следственный отдел;Полиция;;;Алексин, Пахомова 11;54.501101;37.07004;+7 (48753) 4-35-48;org;Обед 13:00-14:00;;;Нет;Нет
2956841;"студия Детейлинга ""Ceramic Losk""";Авто;;nomail@mail.com;ул. Дубравная;;;89520152949;org;;;;Нет;Нет
2956907;Магазин Zolla;Работа и вакансии;http://www.zolla.com;zharovaanastasiya@gmail.com;г. Алексин, ул. Мира, д. 20, ТЦ Spar;;;74 872 704 076;org;;;;Нет;Нет
2956910;Ремонт цифровой техники;Интернет и связь;;;.;;;+7 (996) 432-01-02;org;;;;Нет;Нет
2957866;Портал государственных услуг Тульской области;Online-услуги;http://www.gosuslugi71.ru/;;;;;;org;;;;Нет;Нет
2957867;Сбербанк - Онлайн-услуги;Online-услуги;http://www.sberbank.ru/ru/person/dist_services;;;;;;org;;;;Нет;Нет
2957870;Электронная регистратура Тульской области;Online-услуги;https://doctor71.ru/med-list/13368/;;;;;;org;;;;Нет;Нет
2957872;Проверка задолженности по налогам;Online-услуги;https://service.nalog.ru/lk/;;;;;;org;;;;Нет;Нет
2957873;Проверка штрафов ГИБДД;Online-услуги;http://www.gibdd.ru/check/fines/;;;;;;org;;Проверка наличия информации о неуплаченных штрафах за правонарушения в области дорожного движения;;Нет;Нет
2957875;Отслеживание почтовых отправлений;Online-услуги;https://www.pochta.ru/tracking;;;;;;org;;;;Нет;Нет
2957970;;Парикмахерские услуги;http://1aleksin8.wixsite.com/1aleksin;dr8506@gmail.com;улица Болотова 8;;;79606193884;org;;;;Нет;Нет
2962535;ВКУС;"Доставка еды; Кафе; Бизнес-ланч";;;Алексин, Тульская 85;54.512816;37.10246;+7(48753) 6-25-30, +7(909) 26-10-111;org;;"ВРЕМЯ РАБОТЫ :

Заказы принимаем с 10:00ч. до 22:00ч. Доставка с 11:00
(заказы принимаем по телефону до 22-00.

УСЛОВИЯ ДОСТАВКИ ПО г. Алексин:

Минимальный заказ от 200 руб.
Стоимость доставки:
от 200 до 400 рублей - 100 рублей;
от 400 до 700 рублей - 80 рублей;
от 700 рублей - БЕСПЛАТНО!

УСЛОВИЯ ДОСТАВКИ в м-н Петровка:

Минимальный заказ от 700 руб.,
Стоимость доставки - 250 руб.,
При заказе на сумму 1200 руб. и более доставка -БЕСПЛАТНО!

Условия доставки по районам г.Алексина уточняйте у оператора.

В стоимость заказа входят палочки, соевый соус, имбирь, васаби, одноразовый бокс, салфетки.";;Нет;Нет
2962536;GoldFish;Доставка еды;http://goldfish-aleksin.ru;;г. Алексин, ул. 50-лет октября 11Б, ТЦ Октябрьский;54.524365;37.08064;8-953-19-19-114, 8-906-622-77-72 ;org;Ежедневно с 10:00 до 22:00. ;"Доставка бесплатная при заказе:
Бор - от 400р.
2-ой мкр, Соцгород, Сельхозтехника - от 500р.
Горушки, Петровка - от 700 р.";;Нет;Нет
2962543;Тарелка;"Кафе; Бизнес-ланч; Банкеты";;;Алексин, 50 лет Октября 4;54.523028;37.080056;+7(48753) 6-07-99;org;;Наше кафе идеально подходит тем, кто ценит свое время, стильный интерьер и любит питаться вкусно, полезно и сытно.;;Нет;Нет
2962544;Встреча;"Кафе; Бизнес-ланч; Кальян; Банкеты";http://www.встреча71.рф;;Алексин, ул.Героев-Алексинцев 6а;54.502732;37.064363;+7 (48753) 4-03-03;org;;"Для тех кто не представляет своей жизни без зажигательных тусовок,
в центре г.Алексин
работает до раннего утра
диско-бар ""Встреча""!
Тут каждый поднимет себе настроение зажигая на танцполе под русские и мировые хиты всех времён! Для небольших компаний на 6 человек имеются мягкие, отдельные кабинки.
В жаркие летние дни предлагаем Вам
отдых на свежем воздухе
на терассе ""Встреча""!";;Нет;Нет
